"","sub","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","defaced","site"
"1",12,-4.41741725691264,-4.5566292364813,-2.88581086652585,-0.560550672570396,3.00327374374713,-0.125082069116657,0.925428256112439,0.587653198158606,0.69633426357149,0,0
"2",13,-0.623756858067804,-1.16989769192725,-1.23137293008532,2.47207383466194,1.14410473371192,-1.48435531673582,0.936389323990083,-0.235659318889992,-1.48005003801066,0,0
"3",14,-4.80051301785476,4.40816221529253,-4.65679021616915,1.09370469394249,3.73359567059583,0.244761873679574,1.31751895221989,-0.164337890954185,-0.221435763910893,0,0
"4",15,-2.57690516644622,-0.691169931842341,-1.62085223289084,1.49968159154612,1.8290891235834,-1.64111350160063,0.160690587616848,0.860224562802955,0.575940549487251,0,0
"5",33,-6.15722826182848,-0.51301115800294,-2.43746805198859,0.539792259039604,-0.249778307372043,-0.888350096724145,1.84443506068102,-0.24335097367594,0.679977320221628,0,0
"6",34,-4.68461831029624,-0.721849738550759,-0.423519827099989,0.603235466630629,0.411120516445429,0.835959531452814,1.75630247413176,0.249594104943597,-0.215748930404686,0,0
"7",39,3.00993844134534,-3.23744998178935,-5.25320777014568,-3.84753027892174,-4.70319916663457,-3.68788860575155,0.108611878725926,1.22929824212437,-0.659427170298238,0,0
"8",48,-1.19523013653485,-5.94711164335629,-3.40218261599041,-0.672558720830351,4.1567977372737,-1.71281885222974,-0.992344618179289,0.911776635020654,1.31716846926747,0,0
"9",49,-3.44165455582573,-4.61230835660564,-2.08380081278919,-0.79806828289454,0.553898824435157,0.445934415701125,-2.28347287374372,0.196758229209078,1.87455268829098,0,0
"10",51,-2.56243012458363,1.70996457044489,-2.85540992583273,1.22236464305974,-1.24148085389175,0.11436240977569,0.845767700585737,0.146524444380486,-0.680579248902711,0,0
"11",52,-6.57148619495203,-1.51548535304749,-0.36755959608497,2.49761621816931,1.50344187020606,-2.17469453285073,0.304715601764886,0.59054099114525,-0.152732203707237,0,0
"12",56,-1.75599304170486,1.72720391498598,-1.02855080778785,1.18162238010639,-4.80828366945163,-4.85293643500342,0.553905818183631,1.12138326025078,0.482095242941105,0,0
"13",57,-5.22788333417889,3.80602713719131,-1.31241842213852,5.44456241158347,-1.67580904006046,-1.34288343970525,0.129045390328923,-2.57944746854869,-0.0697135031386539,0,0
"14",59,-2.86590079137192,-0.529764407607737,0.487973584300776,-0.502109628521804,-2.14765576621141,0.361308718231998,0.0868801741251112,0.366367885481434,-0.339971415267231,0,0
"15",67,-6.62670647535858,-4.58318117228968,-0.583526252958605,0.25255743555466,-1.06907431354945,-0.391122341269208,1.53738437540794,-0.47215029445443,0.692043729708218,0,0
"16",72,3.71621265900856,-4.18217964762941,1.23372015538416,2.50669379141741,1.82808353370671,0.587789703278238,0.252278298396395,-0.411857480743032,1.43371053523041,0,0
"17",79,-2.82513938127648,5.21253285251509,-1.58201415350604,-0.72659181350637,1.05313004084141,0.294492820722332,1.0502322822116,-1.39093641589042,0.416246381927832,0,0
"18",80,-4.97080692331687,2.99290907336659,2.45367713253693,-1.32395727344473,-1.45769331529076,0.751271365789639,1.13779439172813,-0.113235072110631,1.19435700627462,0,0
"19",83,-2.74709082909818,-1.0806747446775,-3.91439999682815,-0.238423888768666,0.566966180495477,-1.97930540496874,-0.313725530158941,-0.465926671952776,1.68825836139513,0,0
"20",92,-4.59706182530303,-0.828628503383976,-1.08627600923844,1.09675399768842,-0.312654814829785,-1.60596134189565,1.77873129627171,-2.40619619779678,-0.146475199956419,0,0
"21",93,2.1395506907027,-3.52449241021273,-0.87414198951623,-1.70723616377159,-2.57917052185822,1.48677305144811,-2.75525679258233,1.27872382699546,0.453989419655797,0,0
"22",94,1.97502045933571,-3.66647494265941,1.23457465464937,-2.97411247760908,-1.23176159576326,-0.36458267433625,-1.92194691809567,0.387167675240974,0.334387674382239,0,0
"23",95,-3.97684640916636,1.5297332937725,-0.918952488141922,0.924080442421422,-1.20400203574964,1.07354139389552,2.19098890752696,0.222299278755376,-0.59152802208061,0,0
"24",96,-2.47768082983474,-2.77431960052653,-2.39007721820104,0.655659445533729,-0.945128483288224,-1.65043916395044,-2.54883006803328,-0.642151228832722,1.82411484076129,0,0
"25",97,-3.87252348049923,-0.501149796589623,-1.55409578550378,-1.22749300527228,1.02806211681186,-0.751107698445545,-0.446937673408305,0.398016676655359,-0.969454193143813,0,0
"26",102,-0.961504477492129,0.476331211431161,-1.9647713259602,-1.85143944811118,-1.69299089406203,-0.758758597631832,0.686454830475834,-1.76495743077197,-0.992657270547747,0,0
"27",104,-2.55507235457546,1.55809974407479,1.51148716192975,-1.7218776265797,-1.57946387024028,1.80754572314734,0.467488363813472,0.143225788327316,0.0990759124220671,0,0
"28",105,-3.62086804919543,0.588626210363424,-1.1421022217637,0.0106967502642004,-1.48223579494666,-1.77730148400868,0.498077629591207,1.1620567144649,-0.554867704006326,0,0
"29",126,0.524266435700194,-6.31925428276348,1.15427545690062,-2.08937576747093,-1.00990114479951,-1.77267121494782,-2.6464534609789,-0.67160477204122,0.809348758715387,0,0
"30",127,-3.06337645591209,0.0905657376200249,-0.635616813696816,-0.413111813488642,0.569364751988463,-0.0351518056900133,1.03953470164163,1.05737257703037,0.509045464770284,0,0
"31",128,-3.57830236298923,2.45416890273979,-1.76173796127057,-0.68359874889948,-0.855153947155987,-0.861447621473756,0.232973262714707,-1.12281017025517,-0.491896440459758,0,0
"32",130,-1.40558573813499,-2.77678855624556,-1.61409176985646,-1.18057278598953,-1.03656402564248,-0.383145149244,0.677781209252228,0.340270834696216,-1.05570536424347,0,0
"33",131,-5.74018273919167,-1.19980093817461,-0.946887626217446,3.65383125338474,2.56860928127525,-1.9121166651537,0.220999571943667,-1.86895573023584,0.157760376638351,0,0
"34",132,-0.989122178836994,0.403448717827172,0.156227492660579,2.59557464415756,1.07673491942048,-0.218890070573287,0.0474513439499335,-0.417035511275282,-0.523495147659747,0,0
"35",136,-3.95491622198799,-5.18934011562695,-0.685575565801295,-2.44539710190256,-1.48214492416577,-0.454210335655271,-0.075062495720924,0.0908985226135699,2.271418159969,0,0
"36",137,-5.24615798414975,-1.19045885408002,-0.883090465203353,0.0618116123277788,0.70645677600095,0.595698394741697,1.19678158458416,0.914412698355513,0.0153219740575274,0,0
"37",146,-4.99815438605143,0.94382911241228,-1.38299158465505,3.62659553248463,0.190205475861466,-2.67802418623787,1.57937215591001,-1.57339805156239,-0.2141813904187,0,0
"38",148,2.23129715974438,-2.24319750792184,0.361836456923651,1.62910952136028,-2.35437565131005,-1.04897890758234,0.239279981936857,1.06925633876072,-0.974813161815283,0,0
"39",150,-4.25234515046697,4.57477018790986,2.86779882320549,-1.72565582695364,-0.957099820720617,-0.601293270458737,1.27081406374973,-0.214422439741103,1.43556337822612,0,0
"40",159,0.328487246303645,6.11967500198097,-3.10884857083454,-0.400671880166966,-2.39269995250262,-0.689476775281986,2.00314909515618,-2.67321686257604,1.13191165097291,0,0
"41",160,-1.55120210403516,6.54002936900642,-2.50399309213415,0.406774736342905,0.429407625350782,-1.70961765711575,-0.143536418615252,-1.82754043806118,0.390311105136906,0,0
"42",161,1.44940976218773,-1.468107142597,6.43305154932047,2.1047012597116,-0.304138026475607,-0.853535502644825,-2.15696115998039,-0.406871211434507,-0.635327286594854,0,0
"43",162,-4.01005508212872,-1.58781288982369,2.4138162427074,2.09691123829691,-0.451180622069885,-1.95364426449721,-0.697491107198206,2.47780979155458,0.94261746919747,0,0
"44",163,-1.95705601060446,-0.405181684140406,-0.17928771010555,-0.0937472785589699,-3.59132317812982,-1.4960391248944,-0.344233056746976,0.353042596577401,-1.62373358879886,0,0
"45",165,-0.78708296932884,-3.3847527322614,-1.92584098534654,-3.74972734671545,-4.7148288177613,-2.175983211292,-0.347065636039708,0.619677182025423,0.626969711764087,0,0
"46",167,5.80362696214493,-1.67141206805856,-3.21637182451954,0.162030964793198,1.19619423404914,0.211149393157204,0.692855910398755,-0.470106396526547,-2.49684483667221,0,0
"47",168,-2.0435384906486,-4.37974267120394,-3.62556064263,-2.7014651127063,0.416950754740661,1.03001581363338,-0.911130263080705,-0.543174101086057,-1.79831205246747,0,0
"48",173,0.1463467944024,3.70549650642298,-1.82198566018153,-2.45233584610288,-3.03406452790336,-0.286775400603983,1.17408424531457,0.30472378463011,-0.148745412387188,0,0
"49",174,4.08988626408727,3.82234820105718,1.70695668694419,0.176621928121874,-0.388700179914793,0.536941955063749,-1.19938316726223,0.248586256483499,-0.277805507478581,0,0
"50",175,14.4423779643644,-4.13615945735656,-4.41858992396884,1.04990414005616,-1.64893082620595,2.91083715080353,9.32845341381604,-3.13646204241419,-0.598576129239636,0,0
"51",176,-5.9508109900977,-3.99857224204518,-2.573143804537,-3.12264159937185,4.50755340148743,0.552531129702082,0.267790512587895,-2.4043803252831,1.66735053632071,0,0
"52",180,-2.53512324382435,1.99968516709073,-1.01710015096533,0.508178390847952,-1.63620372387707,-1.57420854149479,1.82220291924752,0.298532258251113,0.217659841229822,0,0
"53",195,-6.37287564850773,-5.67114774076907,-1.00946582638821,-1.53475049718007,1.04994222751058,0.242285243672767,-0.937429925928303,0.478015389270407,2.92657719099853,0,0
"54",201,-3.41122808992775,3.54713088035488,0.749099874531661,-2.86808848201855,-0.982680805461997,-1.18996325697866,1.27547992769946,0.270105228288358,0.983916699245476,0,0
"55",202,-3.0348718626435,1.39848237480956,1.74962632554733,-0.471506785666052,-0.782656167505553,0.626664405955432,1.32714079796007,-1.58479230246031,0.25268135643195,0,0
"56",204,5.61224695399064,-2.57181942638753,-1.67847154223355,-5.3487049442909,5.4691948218725,1.27771686236167,3.14852239869097,1.61531126707944,-3.66724919094016,0,0
"57",205,-0.552750471096934,-2.62536114653443,0.5479841466037,-1.70978494522864,-1.94448801883906,1.46076712730685,-0.137821268042841,0.48851854781156,-0.83171543460844,0,0
"58",206,-5.52265075534745,2.36461572010071,0.748137272060777,-3.73183112971328,4.83186385486654,0.778864892748773,0.942742646086166,-1.6931182348858,1.18030388209525,0,0
"59",211,0.0426965908075378,-6.8960835950206,3.86749912744046,1.00854408273689,0.422785217664144,-0.249519926165859,-1.99807174648827,-0.251655367320597,-1.44869860345392,0,0
"60",212,0.196994857792198,-0.85919062945068,1.36929983351636,0.616867058143005,0.528704615517489,3.02879445922309,-0.901988731141063,-0.0408432724901623,1.5814313410862,0,0
"61",213,-4.38104191175344,3.77988451823982,-0.923904868056115,-0.554968205337129,5.49544964208456,-0.816051586540785,-1.97736742770979,-3.99582077644762,1.18539826636828,0,0
"62",214,-3.07201352858394,0.988277526220483,-0.408236743318482,-2.43992443155697,-1.09099217268985,-2.23331451031562,2.9675781856057,-0.198378604014182,1.48784100799984,0,0
"63",216,5.85930508751084,-4.71442709927838,0.163638989787258,-0.234957969468631,1.57059614476909,0.965390476920842,1.39102908098616,0.89969245545446,-1.97881232461808,0,0
"64",217,0.605025692736035,1.26152753245761,-1.09860213931467,0.419161612575575,0.433704723628753,-1.0447960366264,-0.61438584853837,-0.113552056306322,0.29442102161226,0,0
"65",218,-0.620951871223457,3.52203427745519,-3.04966712650955,1.33048213608253,-3.76658505544302,-2.53916651998935,0.191975782664332,-1.32425201701218,-0.526348324107527,0,0
"66",221,3.16718782002353,-3.50570493348867,-0.235841944946161,-2.61431047267216,-1.44044758917509,-3.32175323221766,-1.35689944627586,1.31805355871083,0.22195638957947,0,0
"67",226,0.734841863088096,-0.693825564027923,-5.24675647390643,-1.88208231597648,5.01335552184286,-1.82035194306272,2.17742150439775,0.660261902204478,-1.24532733866842,0,0
"68",239,5.16727779884569,1.83238119086003,2.9324119416005,-0.471263088771415,-0.291007031895408,-0.973903864679356,-1.23456435294149,0.693311562336883,0.878716164155945,0,0
"69",242,-1.0721177144674,1.70530563713359,0.787957530430402,0.461900125779623,-1.63151473174966,2.15299638961468,-0.619067789392112,-1.1429204925606,-1.14560302948256,0,0
"70",248,-4.81245286592023,3.5464567546208,0.103149181002607,0.663611464071353,2.44206597790871,3.09459613881715,0.373803632494732,-0.417409860229324,0.919656402119148,0,0
"71",252,4.41924643269262,1.34876103711413,2.36441936376495,-0.818404645936124,0.745362864091479,1.39439074617587,-0.707765412757667,-2.38970065279664,-0.853533062496806,0,0
"72",253,-1.85981269238703,0.0431594941489461,-0.226810410865842,-1.8125010629603,-3.13139730733287,-1.95817623585858,2.49545799304604,0.202301560097899,-0.00611253674300275,0,0
"73",254,-4.02431157165165,3.5815269847576,-3.32352953144532,-1.68364802213526,0.833087345300374,-0.693616686412151,1.50030903153879,-1.86726744558623,-0.433591703339172,0,0
"74",255,1.3041082221466,4.41400127605437,0.87661708610161,2.94787953750629,-1.64206330281204,0.146208865495065,-1.70382396243935,2.39660678517602,-0.511123697214176,0,0
"75",256,-5.33364722223885,-4.48702783724236,0.373656500142059,0.0238132820848746,0.26943276437549,-2.2575321827313,1.008980249554,-0.818759836980996,3.98084739801054,0,0
"76",257,11.1770263916429,0.237194864820322,0.0101753800740506,3.52028350738526,-2.24278739586091,6.34872295843783,4.56053450225417,1.79603385101054,1.28400511820923,0,0
"77",258,-4.75356576105204,2.7516285457065,1.91425215982692,-1.77063869254676,0.874302408130739,-0.690764229001015,2.97495994338672,0.207307696937734,1.7706892510762,0,0
"78",259,2.65015922640385,7.13455865810105,-0.210089087930134,-1.360268864333,-0.757005178443661,0.482486110393864,-1.44122090491397,0.775860209532022,-0.504660053138383,0,0
"79",260,-1.39715735085503,-1.60110248292741,0.0556261370775673,0.37088036558282,1.44016611470099,1.36656486816062,-0.704741177580759,-1.09860694044306,1.36897809023718,0,0
"80",261,3.56658416834489,-2.96430434423544,1.40068990641654,-3.64072634688976,-2.04208863969781,2.16410879015664,0.328334952907008,0.338796048908612,-1.3846348185979,0,0
"81",262,-5.58971203726256,2.20614867027863,-0.270999269609703,2.37591110963137,-1.13561520249612,0.306805748000137,0.515885347184522,-0.29619697343618,-0.658320761062863,0,0
"82",263,-0.165817190736804,2.69383767962542,-0.80825443842811,0.438818205007206,-1.83252596452853,-1.0025826779962,0.306815266691197,0.0740757729012359,0.768221915329824,0,0
"83",267,-3.14331586423788,-3.27686638652129,-1.1281070561571,-1.49334254933149,-0.178337488911574,1.97660251554608,-0.342557863623122,-0.967306745233117,1.06537060603732,0,0
"84",274,7.0989345232439,1.3264706092972,2.00594399461808,2.33372584652961,2.07732153081281,3.32324377180574,0.840869994696519,-1.06902102894806,0.581381298088331,0,0
"85",275,-4.39419163028107,-3.53546418237087,3.12998903486558,-1.84707844467445,-3.23728668184853,0.0516463122584548,0.87189234997785,2.69917985725722,1.34212094014741,0,0
"86",276,-5.03534283499275,-1.77290582218119,2.83617478925901,1.08512220339098,-1.04028857655494,-0.270390551004501,-0.692526226537693,-0.142741770263736,-0.157897374702626,0,0
"87",277,0.98549406242313,0.0504577226632432,2.51410795600031,-2.91182822374763,3.57246111996947,-0.724027313290246,-1.58581361197636,0.724990841199544,-0.268608984114556,0,0
"88",278,-4.60136780584325,0.331165681054619,-2.48146363106859,1.70392367663746,-2.0753901907726,-2.23770511431817,1.59554137214989,-1.34290350710391,-0.149171282815475,0,0
"89",280,-1.50198529659673,3.80171936141295,1.90766519890756,-0.906223969539352,-0.419403399427677,1.62799117521385,-1.29634618787389,-1.59614958872742,-0.393402033382774,0,0
"90",282,0.249355473615485,2.02412577163495,-2.74620667415155,1.4886572154068,-2.60347115794083,0.337168529654124,0.0775318846569012,-0.419292271400845,-0.509072870881171,0,0
"91",284,-1.74571243631085,0.456787274687648,1.98018047330894,-1.62571322941016,3.67087566007241,2.20833752715457,-2.18755046239278,0.356442818425028,-0.61540964068338,0,0
"92",295,-1.16247042207146,2.97470400144705,3.50886639855213,-1.81664147255332,4.43712428547233,0.901368024307091,-0.808986902045556,-2.98562336283526,0.0617669981374945,0,0
"93",296,3.31570575935098,3.43459310452642,2.92004660642927,0.142435908472814,-0.741956335426922,-0.739419170698416,-0.0598891418019162,0.67286979452984,0.18885607041709,0,0
"94",302,-1.77911044830725,2.33854256647656,0.717589984248947,1.45138336227548,-1.23481623415122,0.702615584767698,-0.457508734664652,-2.34147574657315,-1.37929560893473,0,0
"95",313,0.388556060672907,-2.62563126842984,-0.542085681838904,2.62234503360985,0.194789566098758,-0.123917358416888,-1.50595415499464,-0.943808984449166,-0.358578459009831,0,0
"96",316,-0.518835687048476,-6.07530623743439,3.34110514406022,-3.70901003241598,4.65222249625499,-0.787832154695011,-0.0218213369479912,-1.00838791906575,-2.35172835713631,0,0
"97",327,7.97969927541961,-1.50829429947369,-2.26506441734215,0.522335216445815,-1.58001719165364,1.92319698890462,-1.11133621513788,-0.251410466623649,3.8951541392667,0,0
"98",328,6.50082797481549,5.01322888815019,1.0384084146971,-1.70875210066115,-0.324823098800407,2.75008873280281,-0.880648443016342,-0.239989776117179,-0.572522436774824,0,0
"99",329,2.16187694432171,1.63594012399956,2.80678697485038,-2.01801298296859,0.843427914207915,0.00825139315840712,-0.912166829979594,0.175628140432559,0.399591939857117,0,0
